DrugBank_ID,Ligand_SMILES
D2509,CC(C)(C)OC(=O)NC12CC3(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(C3)C1)C2
D2510,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
D2511,C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl
D2512,O[C@H]1[C@@H](OCCNC(=O)NCCO[C@@H]2[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)O)[C@@H](OP(O)(O)=O)[C@@H]2OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O
D2513,O[C@H]1[C@@H](OCCNC(=O)C23CC4CC(CC(C4)C2)C3)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O
D2514,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3CC[C@@H]4O)ccc5O
D2515,Cn1c2nc(NC3CCOCC3)ncc2cc(Oc2ccc(F)cc2F)c1=O
D2516,CCN(CC)CCOc1ccc(Nc2ncc3CN(C(=O)N(C)c3n2)c2c(Cl)cccc2Cl)cc1
D2517,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.[3H]CC([3H])C(=O)NCc1cc(cc(c1)C(=O)NCCNC(=O)CCc1cn(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc34)CC2)cn1)C(=O)NCCNC(=O)CCc1cn(CCCCC2CCN(CC(=O)N3c4ccccc4NC(=O)c4ccccc34)CC2)cn1
D2518,C[C@H]1CN(C[C@@H](C)N1)C(=O)c1cc(C2CCCN2c2cc(F)cc(F)c2)c2nc(cnc2c1)N1CCOCC1
D2519,C[C@@H](Nc1cc(F)cc(F)c1)c1cc(cc2ncc(nc12)N1CCOCC1)C(=O)NCCN(C)C
D2520,CN(C)CCNC(=O)c1cc(CNc2cccc(F)c2C)c2nc(cnc2c1)N1CCOCC1
D2521,CNCCNC(=O)c1cc(C(C)Nc2cccc(F)c2)c2nc(cnc2c1)N1CCOCC1
D2522,COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)n[nH]2)cc(OC)c1
D2523,CC1(C)C(CC=C2CCCC(C=CC3=[N+](CCCCCC(=O)NC45CC6(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC(O)=O)C(O)=O)C(O)=O)(CC(CCC(=O)N[C@@H](CCP(O)(=O)CC(CCC([O-])=O)C(O)=O)C(O)=O)(C6)C4)C5)c4ccccc4C3(C)C)=C2Oc2ccc(cc2)S([O-])(=O)=O)=Nc2ccccc12
D2524,CC1CN(Cc2cccc(c2)-c2cc(CNC(=O)c3cccc(CN(C)CCCN(C)C)c3)ccc2F)CCN1
D2525,CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O
D2526,NS(=O)(=O)c1c(F)c(F)c(SCCc2ccccc2)c(F)c1F
D2527,NS(=O)(=O)c1c(F)c(F)c(NCc2ccccc2)c(F)c1F
D2528,NS(=O)(=O)c1c(F)c(F)c(SCC(O)=O)c(F)c1F
D2529,CN1[C@H]2CCC[C@@H]1C[C@@H](C2)NC(=O)c1nn(C)c2ccccc12
D2530,CCCCC\C=C/C\C=C/CCCCCCCC([O-])=O
D2531,NS(=O)(=O)c1cc(C(=O)NCCCC(O)=O)c(Cl)cc1Cl
D2532,NS(=O)(=O)c1cc(C(=O)NCCO)c(cc1Cl)S(=O)(=O)Cc1ccccc1
D2533,Cn1nc2CSCc3nn(C)c(Cl)c3-c3c(Cl)ccc4c(CCCOc5cc(SCc1c2)cc1ccccc51)c(C(O)=O)n(C)c34
D2534,CCCc1ccc(cc1)C1=NO[C@@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)C1
D2535,CC(C)(O)[C@H]1C[C@@H](C1)C#Cc1ccc(cc1)N1C[C@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)OC1=O
D2536,CC(C)N1CCN(CC1)c1ccc(Nc2ncc3cc4C(=O)NCC5(CCCCC5)n4c3n2)nc1
D2537,CC(C)(C)NCC(O)COc1cccc2[nH]c(O)nc12
D2538,Cc1c(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cncc(c3)C#N)c2)cccc1-c1cccc(COc2ccc(CN[C@H](CO)C(O)=O)c(OCc3cncc(c3)C#N)c2)c1
D2539,CNC(=O)c1cnc2cc(OC)c(OC)cc2c1Nc1ccccc1
D2540,CNc1nc2OCCCCCOc3cccc(Cn4c(n2)c1[nH]c4=O)c3
D2541,COc1cc(ccc1Nc1ncc2c(C)cc(=O)n([C@@H]3CC[C@@H](CC3)NC(=O)C(C)(C)C)c2n1)N1CCN(C)CC1
D2542,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1O[C@H]2COP(O)(=O)O[C@@H]3[C@@H](COP(O)(=O)O[C@@H]1[C@@H]2O)O[C@@H]([C@@H]3O)n1cnc2c(N)ncnc12
D2543,COc1ccc2[nH]cc(CCNC(=O)C(F)(F)F)c2c1
D2544,CNc1nccc(CN(CC2CCNCC2)S(=O)(=O)c2ccc(cc2)S(=O)(=O)N(Cc2ccc(Cl)cc2)C2CCCC2)n1
D2545,CN1C[C@@H](C[C@H]2[C@H]1Cc1c(Br)[nH]c3cccc2c13)C(=O)N1CCN(CC1)c1cccc(=O)n1C
D2546,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)[nH]n1
D2547,CC1(C)SC(NC1C(=O)NC(Cc1ccccc1)C(O)CC(=O)NCC1=NC2C=CC=CC2=N1)C(NC(=O)Cc1ccccc1)C(=O)NCc1ccccc1
D2548,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
D2549,OCC(CO)N[C@H](CO)c1c[nH]c2c1nc[nH]c2=O
D2550,Cc1c(C(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)cc2)c(=O)n(-c2ccccc2)n1C
D2551,COc1cccc(F)c1CN1CCC[C@H](C1)NC(=O)c1ccc2[nH]nc(-c3ccc4occc4c3)c2c1
D2552,Cc1cc(ccn1)-c1n[nH]c2ccc(cc12)C(=O)N[C@@H]1CCCN(Cc2cc3ccccc3n2C)C1
D2553,COc1cc(ccc1Nc1ncc(c(CCc2ccccc2CC(N)=O)n1)C(F)(F)F)C1CCN(C)CC1
D2554,C[C@H](NS(=O)(=O)c1ncc(-c2sc(nc2CC2CCC2)-c2noc(CC(C)(C)OC=O)n2)c2ccccc12)C(F)(F)F
D2555,C[C@H]1CCCCN1C(=O)c1nc(sc1-c1ccc(cc1C)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O
D2556,CCCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(C[C@@H](C)C(F)(F)F)cc1OC
D2557,CC[C@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CC(F)(F)C[C@@H]1C)C(=O)N[C@H]1CCC[C@@H]1O)C(F)(F)F
D2558,CC[C@H](Cc1ccccc1)[C@@H]1CCCCCC(=O)[C@@H](C)[C@H](O)[C@@H](C)[C@@H]2CC[C@@H](C)C(O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1
D2559,CC(C)[C@@H](O)c1nc(cn1C12CC(C1)(C2)N1CCC(F)(F)CC1)-c1cnc(N)c(c1)C(F)(F)F
D2560,CC(C)C[C@H](NC(=O)[C@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O
D2561,CC(C)C[C@H](NC(=O)[C@@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CCCNc1n[nH]c(N)n1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
D2562,CNc1cc(OC)c(cc1Cl)C(=O)NC1CCN(Cc2ccccc2)C1C
D2563,O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
D2564,CN1C(=O)c2ccc(Nc3ccc([125I])cc3)cc2C1=O
D2565,CC1=CN([C@H]2C[C@H](OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3OP(O)(=O)OC[C@H]3O[C@H](C[C@@H]3OP(O)(=O)OC[C@]34CNO[C@H]([C@@H]3O)[C@@H](O4)n3cc(C)c(=O)[nH]c3=O)n3cc(C)c(=O)[nH]c3=O)n3ccc(N)nc3=O)n3cnc4c(N)ncnc34)n3cnc4c3nc(N)[nH]c4=O)[C@@H](COP(O)(=O)O[C@@H]3[C@@H](COP(O)(=O)O[C@@H]4[C@@H](COP(O)(=O)O[C@@H]5[C@@H](COP(O)(=O)O[C@@H]6[C@@H](COP(O)(=O)O[C@H]7C[C@@H](O[C@@H]7COP(O)(=O)O[C@H]7C[C@@H](O[C@@H]7COP(O)(=O)O[C@@H]7[C@@H](COP(O)(=O)O[C@@H]8[C@@H](COP(O)(=O)O[C@@H]9[C@@H](COP(O)(=O)O[C@@H]%10[C@@H](COP(O)(=O)O[C@@H]%11[C@@H](COP(O)(=O)O[C@@H]%12[C@@H](COP(O)(=O)O[C@@H]%13[C@@H](COP(O)(=O)O[C@@H]%14[C@@H](COP(O)(=O)O[C@H]%15C[C@@H](O[C@@H]%15COP(O)(=O)O[C@@H]%15[C@@H](COP(O)(=O)O[C@@H]%16[C@@H](COP(O)(=O)O[C@H]%17C[C@@H](O[C@@H]%17COP(O)(=O)O[C@@H]%17[C@@H](COP(O)(=O)O[C@@H]%18[C@@H](COP(O)(=O)O[C@@H]%19[C@@H](COP(O)(=O)O[C@H]%20C[C@@H](O[C@@H]%20COP(O)(=O)O[C@@H]%20[C@@H](COP(O)(=O)O[C@@H]%21[C@@H](COc%22ccc%23c(Oc%24cc(O)ccc%24C%23%23OC(=O)c%24ccccc%23%24)c%22)O[C@H]([C@@H]%21O)n%21cnc%22c(N)ncnc%21%22)O[C@H]([C@@H]%20O)n%20cnc%21c%20nc(N)[nH]c%21=O)n%20cc(C)c(=O)[nH]c%20=O)O[C@H]([C@@H]%19O)n%19ccc(N)nc%19=O)O[C@H]([C@@H]%18O)n%18ccc(N)nc%18=O)O[C@H]([C@@H]%17O)n%17cnc%18c%17nc(N)[nH]c%18=O)n%17cc(C)c(=O)[nH]c%17=O)O[C@H]([C@@H]%16O)n%16cnc%17c%16nc(N)[nH]c%17=O)O[C@H]([C@@H]%15O)n%15cnc%16c%15nc(N)[nH]c%16=O)n%15cc(C)c(=O)[nH]c%15=O)O[C@H]([C@@H]%14O)n%14cnc%15c(N)ncnc%14%15)O[C@H]([C@@H]%13O)n%13cnc%14c%13nc(N)[nH]c%14=O)O[C@H]([C@@H]%12O)n%12cnc%13c%12nc(N)[nH]c%13=O)O[C@H]([C@@H]%11O)n%11cnc%12c%11nc(N)[nH]c%12=O)O[C@H]([C@@H]%10O)n%10ccc(N)nc%10=O)O[C@H]([C@@H]9O)n9cnc%10c(N)ncnc9%10)O[C@H]([C@@H]8O)n8cnc9c8nc(N)[nH]c9=O)O[C@H]([C@@H]7O)n7cnc8c7nc(N)[nH]c8=O)n7cc(C)c(=O)[nH]c7=O)n7cc(C)c(=O)[nH]c7=O)O[C@H]([C@@H]6O)n6cnc7c6nc(N)[nH]c7=O)O[C@H]([C@@H]5O)n5cnc6c5nc(N)[nH]c6=O)O[C@H]([C@@H]4O)n4cnc5c4nc(N)[nH]c5=O)O[C@H]([C@@H]3O)n3cnc4c3nc(N)[nH]c4=O)O2)C(=C)NC1=O
D2566,C[C@@](C[C@H]1CN(C(=O)O1)c1ccc(Br)cc1)(C(=O)NO)S(C)(=O)=O
D2567,COc1cc(OCc2cccc(c2C)-c2cccc(COc3ccc(CN[C@H](CO)C(O)=O)c(OCc4cncc(c4)C#N)c3)c2C)ccc1CN[C@H](CO)C(O)=O
D2568,CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
D2569,CC1(C)CNC[C@H](C1)Nc1ncc(c(n1)-c1c[nH]c2ccccc12)C(F)(F)F
D2570,CC(C)n1cc(ccc1=O)-c1ccnc2[nH]c(cc12)C1CCN(CC(=O)N2CCCCC2)CC1
D2571,CN1C[C@@H](C[C@@H]2Cc3c(C[C@@H]12)cccc3OS(C)(=O)=O)C(=O)N1CCN(CC1)c1ccc2nsnc2n1
D2572,CC(C)Nc1ccc(Oc2cc(O)cc(O)c2-c2cc(no2)C(=O)NC2CCN(C)CC2)cc1
D2573,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c1ccccc1
D2574,Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1
D2575,COc1cccc(F)c1CN1CCC[C@H](C1)NC(=O)c1ccc2[nH]nc(-c3ccnc(C)c3)c2c1
D2576,C[C@H]1CC(F)(F)CN1C(=O)c1nc(sc1-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(=O)NCC(C)(C)O
D2577,CCn1nc(C(=O)NC[C@@]2(CC)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(N[C@H](C)C(F)(F)F)cc1OC
D2578,C[C@H]1CC(F)(F)CN1C(=O)c1nc(sc1-c1cnc(NC2(C)CCC2)cc1C(F)(F)F)C(=O)N[C@@H]1COC[C@@H]1O
D2579,CCCC[C@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)CSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCCN)NC1=O)C(C)C)C(N)=O)[C@@H](C)CC
D2580,CC(C)c1cc(Cc2c(C)cc(CCC(O)=O)cc2C)ccc1O
D2581,Oc1cccc2c1O[C@H]1CCC[C@H]3CN(CC4CC4)CC[C@]213
D2582,O[C@H]1C[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](OP(O)(O)=O)[C@@H]1OP(O)(O)=O
D2583,CC(C)(CCF)NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)C(=O)N[C@H]2C[C@@H](C2)C(O)=O)c2ccccc12
D2584,CC(C)C[C@@H](NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@@H](Cc1ccc(cc1)C(F)(F)F)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](Cc1c[nH]c2cc(F)ccc12)NC(=O)[C@@H](C)NC(=O)[C@H](N)[C@@H](C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCN=C(N)N)C(O)=O
D2585,NS(=O)(=O)c1c(F)c(F)c(Sc2nc3ccccc3s2)c(F)c1F
D2586,COc1cc2c3cnc4[nH]ccc4c3n([C@@H]3CCCN(C3)C(=O)CC#N)c(=O)c2cc1OC
D2587,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)(C)C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(C)=O)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O
D2588,CCOC(=O)c1cnc2ccc(nc2c1N[C@H]1CC[C@H](CN)CC1)-c1cc(Cl)c(O)c(Cl)c1
D2589,C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2C(=O)N2CCC3(CC3)CC2)C(=O)NCC(C)(C)O)c(Cl)c1Cl)C(F)(F)F
D2590,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2C(=O)N2CCC(F)CC2)C(=O)NCC(C)(C)O)c(Cl)c1Cl)C(F)(F)F
D2591,C[C@@H](COCCC(=O)N1CCN(CC1)c1ncc(cn1)C(F)(F)F)Nc1cn[nH]c(=O)c1C(F)(F)F
D2592,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1ccc2OCCCOc2c1
D2593,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)C1=CCCN(C1)c1ncc(C=O)cn1
D2594,CC(C)(C)c1cc(NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)n(n1)-c1cccc(N)c1
D2595,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
D2596,CCc1nc2ccc(cc2c(Cl)c1Cc1ccc(cc1)C(F)(F)F)C(O)(C1CN(C1)S(C)(=O)=O)c1cnnn1C
D2597,CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2(CCC2)OC)-c2noc(CC(C)(C)OC=O)n2)c(Cl)c1Cl)C(F)(F)F
D2598,CN1Cc2c(Cl)c(F)ccc2OCCNC(=O)c2cnn3ccc1nc23
D2599,CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(=O)(=O)C(=O)NC)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F
D2600,C[C@H]1CCCCN1C(=O)c1nc(sc1-c1cnc(NC2CCCCC2)cc1C1CC1)C(=O)NC1CCS(=O)(=O)CC1
D2601,C[C@H]1CC(F)(F)CN1C(=O)c1nc(sc1-c1cnc(NC2(C)CCC2)cc1C(F)(F)F)C(=O)N[C@@H]1COC[C@H]1O
D2602,CC[C@H](Nc1cc(C(F)F)c(cn1)-c1sc(nc1C(=O)N1CC(F)(F)C[C@@H]1C)C(=O)N[C@@H]1CC[C@@H](O)C1)C(F)(F)F
D2603,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)[C@H](CO)NC1=O)C(C)C)C(C)C)C(N)=O
D2604,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)C1=CCN(Cc2ccc(cc2)N2CCN(C)CC2)CC1
D2605,Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccnc(Nc2ccccc2)n1
D2606,O[C@@](C\C=C/I)(C(=O)O[C@H]1CN2CCC1CC2)c1ccccc1
D2607,CCCn1c(=O)n(CCCOC(=O)c2ccc(cc2)S(F)(=O)=O)c2nc([nH]c2c1=O)C1CCCC1
D2608,CCO[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c1cccc(c1)C(F)(F)F)[C@H]1CC[C@](O)(CC1)c1ccc2OCOc2c1
D2609,Nc1nc2ccccc2c2n(cnc12)[C@@H]1O[C@H](COS(=O)(=O)[N-]C(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O
D2610,CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4sccc34)cc2)CC1
D2611,CC(=O)c1ccc(cc1)S(=O)(=O)c1c(C)c(C(O)=O)n(CCCOc2cc(C)c(Cl)c(C)c2)c1C
D2612,C[C@H]1CN(C[C@@H](C)N1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)C1=CCN(CC1)c1ncc(CN2CCN(C)CC2)cn1
D2613,CC(=O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@@H]1OCCCCCCCCCCCCS
D2614,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)OC
D2615,CCC\C=C\C=C\C(=O)O[C@H]1\C(C[C@H]2C[C@@H](OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C\C(C[C@@H](O4)\C=C\C(C)(C)[C@]1(O)O2)=C\C(=O)OC)O3)[C@@H](C)O)=C\C(=O)OC
D2616,CN1CCC(CC1)NC(=O)c1cc(no1)-c1c(O)cc(O)cc1Oc1ccc(cc1)[N+]([O-])=O
D2617,COc1cccc(F)c1CN1CCC[C@H](C1)NC(=O)c1ccc2[nH]nc(-c3ccc(cc3)C#N)c2c1
D2618,Cc1ccc(cc1CN1C[C@H]2CCCN2c2ncccc2S1(=O)=O)C(CC(O)=O)c1cc(OC2CC2)c2n(C)nnc2c1
D2619,CCn1nc(C(=O)NC[C@H]2CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)CC(F)(F)F)cc1OC(F)F
D2620,CCn1nc(C(=O)NC[C@@]2(CO)CC[C@@H](CC2)S(C)(=O)=O)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F
D2621,C[C@H]1CN(CCN1C)c1cc(F)c(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)-c1ccc(NC(C)=O)nc1
D2622,CC(C)[C@H](O)c1nc(cn1C12CC(F)(C1)C2)-c1cnc(N)c(OC(F)(F)F)c1
D2623,CC(C)C[C@H](NC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(N)=O
D2624,CNC(NCCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCCNC(NC)=NC#N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)=NC#N
D2625,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(C)=O)c1cccnc1)c1cccnc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O
D2626,CCCn1c(=O)n(CCCNC(=O)c2ccc(cc2)S(F)(=O)=O)c2nc([nH]c2c1=O)C1CCCC1
D2627,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1
D2628,OCCONC(=O)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F
D2629,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OCc1cn(CCCO[C@H]2O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]2O[C@H]2O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]4O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]5OS([O-])(=O)=O)[C@@H]4OS([O-])(=O)=O)[C@@H]3OS([O-])(=O)=O)[C@@H]2OS([O-])(=O)=O)nn1
D2630,CC(C)NC(=O)[C@H]1CC[C@H](CC1)n1c(NC(=O)c2cc(F)cc(F)c2)nc2ccc(CN3CCC(CC3)C(C)(C)O)cc12
D2631,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
D2632,CN1C[C@@H](C[C@H]2[C@H]1Cc1c(Cl)[nH]c3cccc2c13)C(=O)N1CCN(CC1)c1ccc2nsnc2n1
D2633,NS(=O)(=O)c1cc(C(O)=O)c(Br)cc1Br
D2634,Cc1cc(NC(=O)C2CN(C(=O)C2)c2ccccc2)cc(C)c1S(N)(=O)=O
D2635,O=c1nc(OCCOc2cnccn2)cc2-c3ccc(CCc4ccccc4)cc3CCn12
D2636,Cn1ncc(Nc2ccc(CCN)cc2)c(Br)c1=O
D2637,C[C@@H]1CN(CCN1c1ccc(Nc2cc(cn(C)c2=O)-c2ccnc(N3CCn4c5CC(C)(C)Cc5cc4C3=O)c2CO)nc1)C1COC1
D2638,CN(CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(cc2F)C2CC2)c1C)C(=O)C=C
D2639,CN(C)c1nccc(n1)-c1cnn2ncccc12
