DrugBank_ID,UniProt_ID,Kd(nM)
D5158,P41,1
D5159,P41,1
D5160,P41,1
D5161,P41,1
D5162,P41,1
D5163,P41,1
D5164,P41,1
D5165,P41,1
D5156,P41,1
D5166,P41,1
D5167,P41,1
D5168,P41,1
D5169,P41,1
D5170,P41,1
D5171,P41,1
D5172,P41,1
D5173,P41,1
D5174,P41,1
D5175,P41,1
D5176,P41,1
D5177,P41,1
D5178,P41,1
D5179,P41,1
D5180,P41,1
D5181,P41,1
D5182,P41,1
D5183,P41,1
D5184,P41,1
D5185,P41,1
D5186,P41,1
D5187,P41,1
D5188,P41,1
D5189,P41,1
D5190,P41,1
D5191,P41,1
D5192,P41,1
D5193,P41,1
D5194,P41,1
D5195,P41,1
D5196,P41,1
D5059,P41,1
D5197,P41,1
D5198,P41,1
D5199,P41,1
D5200,P41,1
D5201,P41,1
D5202,P41,1
D5203,P41,1
D5204,P41,1
D5205,P41,1
D5206,P41,1
D5207,P41,1
D5208,P41,1
D5209,P41,1
D5210,P41,1
D5211,P41,1
D5212,P41,1
D5213,P41,1
D5214,P41,1
D5215,P41,1
D5216,P41,1
D5217,P41,1
D5218,P41,1
D5219,P41,1
D5220,P41,1
D5221,P41,1
D5222,P41,1
D5223,P41,1
D5224,P41,1
D5225,P41,1
D5226,P41,1
D5225,P41,1
D5227,P41,1
D5228,P41,1
D5229,P41,1
D5230,P41,1
D5231,P41,1
D5232,P41,1
D5233,P41,1
D5234,P41,1
D5235,P41,1
D5234,P41,1
D5236,P41,1
D5237,P41,1
D5238,P41,1
D5239,P41,1
D5240,P41,1
D5241,P41,1
D5242,P41,1
D5243,P41,1
D5244,P41,1
D5245,P41,1
D5246,P41,1
D5247,P41,1
D5248,P41,1
D5249,P41,1
D5250,P41,1
D5251,P41,1
D5252,P41,1
D5253,P41,1
D5254,P41,1
D5255,P41,1
D5256,P41,1
D5257,P41,1
D5258,P41,1
D5259,P41,1
D5260,P41,1
D5261,P41,1
D5259,P41,1
D5262,P41,1
D5261,P41,1
D5263,P41,1
D5264,P41,1
D5265,P41,1
D5266,P41,1
D5267,P41,1
D5268,P41,1
D5269,P41,1
D5270,P41,1
D5271,P41,1
D5272,P41,1
D5273,P41,1
D5274,P41,1
D5275,P41,1
D5276,P41,1
D5277,P41,1
D5278,P41,1
D5279,P41,1
D5280,P41,1
D5281,P41,1
D5282,P41,1
D5283,P41,1
D5284,P41,1
D5285,P41,1
D5286,P41,1
D5287,P41,1
D5288,P41,1
D5289,P41,1
D5290,P41,1
D5291,P41,1
D5292,P41,1
D5293,P41,1
D5294,P41,1
D5295,P41,1
D5296,P41,1
D5297,P41,1
D5298,P41,1
D5299,P41,1
D5300,P41,1
D5301,P41,1
D5302,P41,1
D5303,P41,1
D5304,P41,1
D5305,P41,1
D5306,P41,1
D5307,P41,1
D5308,P41,1
D5309,P41,1
D5310,P41,1
D5311,P41,1
D5312,P41,1
D5313,P41,1
D5314,P41,1
D5315,P41,1
D5316,P41,1
D5317,P41,1
D5318,P41,1
D5319,P41,1
D5320,P41,1
D5321,P41,1
D5322,P41,1
D5323,P41,1
D5324,P41,1
D5325,P41,1
D5326,P41,1
D5327,P41,1
D5328,P41,1
D5329,P41,1
D5330,P41,1
D5331,P41,1
D5332,P41,1
D5333,P41,1
D5334,P41,1
D5335,P41,1
D5336,P41,1
D5337,P41,1
D5338,P41,1
D5339,P41,1
D5340,P41,1
D5341,P41,1
D5342,P41,1
D5343,P41,1
D5344,P41,1
D5345,P41,1
D5346,P41,1
D5347,P41,1
D5348,P41,1
D5349,P41,1
D5350,P41,1
D5351,P41,1
D5352,P41,1
D5353,P41,1
D5354,P41,1
D5355,P41,1
D5356,P41,1
D5357,P41,1
D5358,P41,1
D5359,P41,1
D5360,P41,1
D5361,P41,1
D5362,P41,1
D5363,P41,1
D5364,P41,1
D5365,P41,1
D5366,P41,1
D5367,P41,1
D5368,P41,1
D5369,P41,1
D5370,P41,1
D5371,P41,1
D5372,P268,1
D3089,P262,1
D1867,P262,1
D5373,P35,1
D5374,P35,1
D5375,P35,1
D5376,P35,1
D5377,P35,1
D5378,P35,1
D5379,P35,1
D5380,P35,1
D5381,P35,1
D5382,P35,1
D5383,P81,1
D5384,P81,1
D5385,P81,1
D5386,P81,1
D5387,P81,1
D5388,P81,1
D5389,P81,1
D5390,P81,1
D5391,P81,1
D5392,P81,1
D5393,P81,1
D5387,P81,1
D5387,P81,1
D5387,P81,1
D5394,P81,1
D5395,P81,1
D5396,P81,1
D5397,P81,1
D5392,P81,1
D5387,P81,1
D5392,P81,1
D5398,P81,1
D5399,P81,1
D5400,P81,1
D5401,P81,1
D5402,P81,1
D5403,P81,1
D5402,P81,1
D5404,P81,1
D5405,P81,1
D5401,P81,1
D5406,P81,1
D5407,P81,1
D5408,P81,1
D5409,P81,1
D5410,P81,1
D5411,P81,1
D5412,P81,1
D5413,P81,1
D5414,P81,1
D5415,P81,1
D5402,P81,1
D5416,P81,1
D5417,P81,1
D5418,P81,1
D5401,P81,1
D5419,P81,1
D5420,P81,1
D5421,P81,1
D5422,P81,1
D5423,P81,1
D5424,P81,1
D5425,P81,1
D5426,P81,1
D5427,P81,1
D5428,P81,1
D5429,P81,1
D5430,P81,1
D5431,P81,1
D5432,P81,1
D5433,P81,1
D5434,P81,1
D5435,P81,1
D5436,P81,1
D5437,P81,1
D5438,P81,1
D5439,P81,1
D5440,P81,1
D5441,P81,1
D5442,P81,1
D5443,P81,1
D5444,P81,1
D5445,P81,1
D5446,P81,1
D5447,P81,1
D5448,P81,1
D5449,P81,1
D5450,P81,1
D5451,P81,1
D5452,P81,1
D5387,P81,1
D5453,P81,1
D5454,P81,1
D5455,P81,1
D5401,P81,1
D5456,P81,1
D5457,P81,1
D5458,P81,1
D5459,P81,1
D5460,P81,1
D5453,P81,1
D5459,P81,1
D5461,P81,1
D5462,P81,1
D5463,P81,1
D5464,P81,1
D5465,P89,1
D5466,P89,1
D5467,P89,1
D5468,P35,1
D5469,P35,1
D5470,P555,1
D5471,P262,1
D5472,P218,1
D5473,P555,1
D5474,P555,1
D5475,P555,1
D5476,P555,1
D5477,P555,1
D5478,P555,1
D5479,P555,1
D5475,P555,1
D5480,P555,1
D5481,P555,1
D5482,P555,1
D5483,P555,1
D5484,P555,1
D5485,P555,1
D5486,P555,1
D5487,P555,1
D5488,P174,1
D5489,P174,1
D5490,P174,1
D5491,P174,1
D5492,P174,1
D5493,P174,1
D5494,P174,1
D5495,P174,1
D5496,P278,1
D5497,P278,1
D5498,P278,1
D5499,P278,1
D5500,P278,1
D5501,P278,1
D5502,P278,1
D5503,P278,1
D5503,P278,1
D5504,P278,1
D5504,P278,1
D5504,P278,1
D5505,P278,1
D5506,P278,1
D5507,P278,1
D5508,P278,1
D5509,P278,1
D5383,P81,1
D5384,P81,1
D5385,P81,1
D5386,P81,1
D5387,P81,1
D5388,P81,1
D5389,P81,1
D5390,P81,1
D5391,P81,1
D5392,P81,1
D5393,P81,1
D5387,P81,1
D5387,P81,1
D5387,P81,1
D5394,P81,1
D5395,P81,1
D5396,P81,1
D5397,P81,1
D5392,P81,1
D5387,P81,1
D5392,P81,1
D5398,P81,1
D5399,P81,1
D5400,P81,1
D5401,P81,1
D5402,P81,1
D5403,P81,1
D5402,P81,1
D5404,P81,1
D5405,P81,1
D5401,P81,1
D5406,P81,1
D5407,P81,1
D5408,P81,1
D5409,P81,1
D5410,P81,1
D5411,P81,1
D5412,P81,1
D5413,P81,1
D5414,P81,1
D5415,P81,1
D5402,P81,1
D5416,P81,1
D5417,P81,1
D5418,P81,1
D5401,P81,1
D5419,P81,1
D5420,P81,1
D5421,P81,1
D5422,P81,1
D5423,P81,1
D5424,P81,1
D5425,P81,1
D5426,P81,1
D5427,P81,1
D5428,P81,1
D5429,P81,1
D5430,P81,1
D5431,P81,1
D5432,P81,1
D5433,P81,1
D5434,P81,1
D5435,P81,1
D5436,P81,1
D5437,P81,1
D5438,P81,1
D5439,P81,1
D5440,P81,1
D5441,P81,1
D5442,P81,1
D5443,P81,1
D5444,P81,1
D5445,P81,1
D5446,P81,1
D5447,P81,1
D5448,P81,1
D5449,P81,1
D5450,P81,1
D5451,P81,1
D5452,P81,1
D5387,P81,1
D5453,P81,1
D5454,P81,1
D5455,P81,1
D5401,P81,1
D5456,P81,1
D5457,P81,1
D5458,P81,1
D5459,P81,1
D5460,P81,1
D5453,P81,1
D5459,P81,1
D5461,P81,1
D5462,P81,1
D5463,P81,1
D5464,P81,1
D172,P230,1
D124,P400,1
D5510,P556,1
D5511,P556,1
D5512,P556,1
D5513,P556,1
D5514,P556,1
D5515,P556,1
D5516,P556,1
D5517,P556,1
D5518,P556,1
D5519,P556,1
D5520,P556,1
D5521,P556,1
D5522,P556,1
D5523,P556,1
D5524,P556,1
D5525,P556,1
D5526,P556,1
D5527,P556,1
D5528,P556,1
D5529,P556,1
D5530,P556,1
D5531,P556,1
D5532,P556,1
D5533,P556,1
D3402,P234,1
D983,P234,1
D3283,P234,1
D3692,P234,1
D3613,P234,1
D3614,P234,1
D3495,P234,1
D3242,P234,1
D3479,P234,1
D5534,P174,1
D5535,P174,1
D5536,P432,1
D5536,P432,1
D5537,P432,1
D5537,P432,1
D5538,P225,1
D5539,P346,1
D5540,P179,1
D5541,P143,1
D5542,P557,1
D4796,P514,1
D5543,P159,1
D5544,P179,1
D5545,P179,1
D4366,P71,1
D1044,P250,1
D5546,P143,1
D5547,P347,1
D5548,P300,1
D2595,P209,1
D265,P549,1
D265,P229,1
D1124,P250,1
D3303,P187,1
D621,P550,1
D3303,P558,1
D5549,P62,1
D3621,P209,1
D3265,P209,1
D3303,P558,1
D265,P559,1
D621,P550,1
D265,P549,1
D701,P260,1
D3303,P187,1
D5550,P211,1
D5551,P175,1
D265,P549,1
D3621,P209,1
D5552,P560,1
D5553,P344,1
D5553,P343,1
D294,P92,1
D5554,P561,1
D3234,P209,1
D5555,P106,1
D5556,P562,1
D5557,P247,1
D5558,P247,1
D5559,P247,1
D5560,P247,1
D857,P288,1
D857,P342,1
D331,P289,1
D5561,P488,1
D5561,P225,1
D4580,P398,1
D5562,P25,1
D5563,P563,1
D227,P548,1
D701,P194,1
D331,P289,1
D5564,P564,1
D460,P25,1
D5565,P565,1
D3342,P106,1
D3467,P402,1
D460,P25,1
D5566,P367,1
D5567,P48,1
D5568,P44,1
D409,P32,1
D1098,P48,1
D5569,P11,1
D5570,P346,1
D5571,P346,1
D5572,P346,1
D5573,P566,1
D5574,P203,1
D5575,P203,1
D5576,P567,1
D5577,P214,1
D5578,P214,1
D5579,P214,1
D5580,P439,1
D5581,P214,1
D5582,P214,1
D3137,P568,1
D621,P550,1
D227,P548,1
D5583,P569,1
D5584,P123,1
D5585,P570,1
D3576,P173,1
D3576,P291,1
D3366,P466,1
D3574,P466,1
D5586,P65,1
D5587,P143,1
D5588,P147,1
D5589,P33,1
D5590,P33,1
D5591,P33,1
D5592,P33,1
D5593,P33,1
D5594,P239,1
D5595,P571,1
D935,P148,1
D5596,P147,1
D5597,P149,1
D5598,P564,1
D5599,P287,1
D5600,P257,1
D5601,P257,1
D5602,P505,1
D866,P48,1
D490,P16,1
D866,P16,1
D351,P32,1
D248,P16,1
D3210,P46,1
D58,P46,1
D5603,P73,1
D5604,P572,1
D5605,P573,1
D3716,P471,1
D5606,P574,1
D5607,P29,1
D3342,P280,1
D5608,P575,1
D5609,P576,1
D93,P31,1
D351,P32,1
D1119,P30,1
D162,P48,1
D273,P11,1
D276,P11,1
D71,P32,1
D60,P32,1
D88,P46,1
D164,P30,1
D166,P44,1
D59,P32,1
D4484,P78,1
D5610,P385,1
D5611,P577,1
D5612,P496,1
D5612,P578,1
D1120,P129,1
D5613,P129,1
D3621,P209,1
D5614,P421,1
D5615,P72,1
D5616,P72,1
D5615,P72,1
D5616,P72,1
D5617,P358,1
D5618,P470,1
D5618,P470,1
D5618,P470,1
D5618,P421,1
D5618,P421,1
D5618,P421,1
D5618,P197,1
D5618,P197,1
D5618,P197,1
D5618,P155,1
D5618,P155,1
D5618,P155,1
D5618,P579,1
D5618,P580,1
D5618,P581,1
D5618,P582,1
D5618,P583,1
D5618,P351,1
D5618,P584,1
D5618,P584,1
D5618,P312,1
D5618,P361,1
D5618,P585,1
D5618,P302,1
D5618,P586,1
D5618,P587,1
D5618,P588,1
D5618,P589,1
D5618,P589,1
D5618,P590,1
D5618,P591,1
D5618,P592,1
D5618,P593,1
D5618,P594,1
D5618,P594,1
D5618,P595,1
D5618,P596,1
D5618,P197,1
D5619,P597,1
D5620,P35,1
D5621,P418,1
D3621,P209,1
D331,P289,1
D5622,P73,1
D5623,P503,1
D5624,P466,1
D3649,P367,1
D5625,P367,1
D94,P31,1
D5626,P249,1
D5627,P598,1
D5628,P26,1
D5629,P599,1
D5630,P599,1
D3685,P544,1
D3649,P367,1
D5625,P367,1
D5631,P317,1
D5632,P65,1
D5632,P65,1
D5633,P307,1
D5574,P203,1
D4344,P465,1
D3165,P600,1
D265,P297,1
D265,P258,1
D5634,P89,1.01
D5635,P89,1.01
D5636,P89,1.01
D3382,P459,1.02
D5637,P41,1.02
D5638,P89,1.02
D5639,P89,1.03
D5640,P89,1.03
D5641,P189,1.03
D5642,P89,1.04
D5537,P465,1.04
D5643,P189,1.04
D3645,P220,1.04
D5644,P89,1.05
D5536,P465,1.05
D5645,P89,1.06
D5646,P89,1.06
D5647,P89,1.06
D270,P601,1.06
D5648,P601,1.06
D5649,P601,1.06
D5650,P601,1.06
D5651,P601,1.06
D5652,P89,1.07
D5653,P121,1.07
D5653,P121,1.07
D5654,P41,1.08
D5655,P89,1.08
D5656,P89,1.08
D5657,P41,1.09
D5658,P89,1.09
D5659,P89,1.09
D5660,P89,1.09
D5661,P602,1.1
D2651,P398,1.1
D3621,P209,1.1
D253,P603,1.1
D253,P604,1.1
D5662,P267,1.1
D5663,P267,1.1
D5664,P55,1.1
D5662,P267,1.1
D5663,P267,1.1
D5665,P405,1.1
D3571,P605,1.1
D333,P102,1.1
D870,P80,1.1
D4998,P606,1.1
D5666,P35,1.1
D5667,P35,1.1
D5002,P343,1.1
D5668,P344,1.1
D4788,P430,1.1
D3724,P344,1.1
D5669,P343,1.1
D5670,P344,1.1
D5670,P343,1.1
D5671,P343,1.1
D3726,P430,1.1
D3727,P430,1.1
D4495,P344,1.1
D4496,P430,1.1
D5672,P200,1.1
D5673,P200,1.1
D5674,P200,1.1
D4360,P218,1.1
D5675,P35,1.1
D5676,P35,1.1
D5677,P35,1.1
D5678,P35,1.1
D5574,P203,1.1
D5679,P41,1.1
D5680,P41,1.1
D5681,P41,1.1
D5682,P35,1.1
D5683,P35,1.1
D5684,P35,1.1
D5685,P35,1.1
D5686,P35,1.1
D5687,P35,1.1
D5688,P35,1.1
D5689,P35,1.1
D5690,P35,1.1
D5691,P35,1.1
D5692,P35,1.1
D5693,P35,1.1
D5694,P35,1.1
D5695,P35,1.1
D5696,P35,1.1
D5697,P35,1.1
D5698,P35,1.1
D5699,P278,1.1
D5700,P89,1.1
D5701,P89,1.1
D5702,P35,1.1
D224,P230,1.1
D1124,P328,1.1
D1124,P328,1.1
D4994,P25,1.1
D5703,P143,1.1
D5704,P72,1.1
D5705,P71,1.1
D5706,P179,1.1
D5707,P179,1.1
D5708,P247,1.1
D5709,P44,1.1
D5710,P44,1.1
D5711,P247,1.1
D5712,P247,1.1
D5713,P19,1.1
D1124,P607,1.1
D5714,P176,1.1
D5715,P93,1.1
D645,P93,1.1
D1124,P328,1.1
D1124,P328,1.1
D3265,P209,1.1
D4484,P78,1.1
D851,P209,1.1
D701,P608,1.1
D265,P603,1.1
D3621,P209,1.1
D4727,P402,1.1
D265,P604,1.1
D4403,P65,1.1
D227,P78,1.1
D265,P604,1.1
D265,P603,1.1
D3621,P209,1.1
D5716,P430,1.1
D5717,P430,1.1
D1098,P11,1.1
D5718,P172,1.1
D4717,P247,1.1
D5719,P247,1.1
D5720,P247,1.1
D5721,P247,1.1
D5722,P247,1.1
D5723,P247,1.1
D5724,P247,1.1
D5725,P99,1.1
D5725,P99,1.1
D111,P32,1.1
D5726,P65,1.1
D4524,P65,1.1
D1086,P25,1.1
D5727,P382,1.1
D3517,P309,1.1
D3670,P540,1.1
D3517,P405,1.1
D3517,P609,1.1
D2699,P225,1.1
D3627,P266,1.1
D5728,P355,1.1
D4959,P455,1.1
D2651,P398,1.1
D3218,P175,1.1
D5728,P91,1.1
D5729,P272,1.1
D3444,P299,1.1
D5730,P299,1.1
D3207,P44,1.1
D332,P32,1.1
D5570,P346,1.1
D645,P93,1.1
D5731,P567,1.1
D3704,P121,1.1
D5732,P475,1.1
D2651,P398,1.1
D5733,P35,1.1
D3574,P291,1.1
D5732,P610,1.1
D5734,P73,1.1
D375,P16,1.1
D4539,P44,1.1
D2585,P44,1.1
D2585,P105,1.1
D3521,P470,1.1
D2531,P11,1.1
D1119,P30,1.1
D2633,P31,1.1
D1074,P11,1.1
D954,P46,1.1
D554,P46,1.1
D2531,P38,1.1
D5735,P35,1.1
D4478,P470,1.1
D86,P38,1.1
D5736,P611,1.1
D5607,P29,1.1
D137,P32,1.1
D697,P34,1.1
D527,P32,1.1
D55,P34,1.1
D2531,P11,1.1
D554,P46,1.1
D4412,P30,1.1
D898,P38,1.1
D274,P11,1.1
D166,P16,1.1
D60,P11,1.1
D60,P34,1.1
D2633,P31,1.1
D954,P46,1.1
D115,P30,1.1
D115,P31,1.1
D87,P48,1.1
D74,P30,1.1
D167,P105,1.1
D163,P44,1.1
D1075,P31,1.1
D91,P30,1.1
D135,P46,1.1
D274,P48,1.1
D3482,P30,1.1
D3711,P470,1.1
D5737,P35,1.1
D5738,P612,1.1
D3270,P371,1.1
D3621,P209,1.1
D3265,P209,1.1
D5739,P531,1.1
D5739,P531,1.1
D5740,P209,1.1
D5740,P209,1.1
D5741,P77,1.1
D5742,P35,1.1
D5733,P35,1.1
D4845,P466,1.1
D2568,P613,1.1
D5743,P525,1.1
D5744,P27,1.1
D5745,P170,1.1
D5746,P248,1.1
D5747,P614,1.1
D4531,P307,1.1
D5748,P615,1.1
D5749,P616,1.1
D3382,P507,1.11
D5750,P89,1.11
D5751,P89,1.11
D5752,P109,1.12
D5753,P89,1.12
D3365,P466,1.12
D5754,P89,1.13
D5755,P121,1.13
D5756,P248,1.13
D3382,P462,1.15
D5757,P89,1.15
D5758,P89,1.15
D5759,P89,1.16
D5760,P89,1.16
D5761,P89,1.16
D5762,P89,1.17
D5763,P89,1.18
D5764,P89,1.18
D5765,P89,1.18
D5766,P89,1.18
D5767,P121,1.18
D5768,P121,1.18
D5769,P41,1.19
D5770,P41,1.19
D5771,P41,1.19
D5772,P89,1.19
D5773,P265,1.2
D5774,P154,1.2
D626,P445,1.2
D3234,P209,1.2
D4930,P209,1.2
D227,P78,1.2
D227,P617,1.2
D253,P599,1.2
D253,P618,1.2
D5775,P267,1.2
D5776,P619,1.2
D5775,P267,1.2
D5777,P57,1.2
D5777,P57,1.2
D3571,P620,1.2
D5778,P35,1.2
D4899,P430,1.2
D4899,P344,1.2
D5000,P344,1.2
D5779,P344,1.2
D5780,P344,1.2
D4902,P344,1.2
D5669,P344,1.2
D3538,P430,1.2
D5781,P343,1.2
D3726,P430,1.2
D4494,P430,1.2
D5782,P344,1.2
D5782,P343,1.2
D5783,P200,1.2
D5783,P200,1.2
D5784,P200,1.2
D4906,P200,1.2
D5785,P200,1.2
D5786,P35,1.2
D5787,P35,1.2
D5788,P35,1.2
D5789,P35,1.2
D5790,P35,1.2
D5791,P203,1.2
D4969,P621,1.2
D5792,P41,1.2
D5793,P41,1.2
D5794,P41,1.2
D5795,P35,1.2
D5796,P35,1.2
D5797,P35,1.2
D5798,P35,1.2
D5690,P35,1.2
D5799,P35,1.2
D5800,P35,1.2
D5801,P35,1.2
D5802,P35,1.2
D5803,P35,1.2
D5804,P35,1.2
D5805,P35,1.2
D5806,P35,1.2
D5694,P35,1.2
D5807,P35,1.2
D5808,P35,1.2
D5809,P35,1.2
D5810,P35,1.2
D5811,P89,1.2
D5812,P89,1.2
D390,P151,1.2
D172,P65,1.2
D307,P151,1.2
D239,P122,1.2
D5813,P179,1.2
D5814,P179,1.2
D1124,P242,1.2
D1124,P242,1.2
D5815,P10,1.2
D5816,P159,1.2
D5817,P143,1.2
D5773,P19,1.2
D5818,P347,1.2
D5819,P93,1.2
D5820,P622,1.2
D5821,P438,1.2
D3287,P26,1.2
D4835,P488,1.2
D265,P618,1.2
D4930,P209,1.2
D3234,P209,1.2
D4727,P402,1.2
D265,P599,1.2
D265,P623,1.2
D5820,P624,1.2
D4355,P26,1.2
D3234,P209,1.2
D265,P599,1.2
D265,P618,1.2
D2772,P344,1.2
D2772,P430,1.2
D5822,P406,1.2
D5823,P192,1.2
D5824,P247,1.2
D5825,P247,1.2
D5725,P99,1.2
D5725,P99,1.2
D5826,P625,1.2
D5827,P215,1.2
D5784,P215,1.2
D5828,P65,1.2
D5829,P25,1.2
D5830,P402,1.2
D5831,P626,1.2
D5832,P25,1.2
D227,P617,1.2
D3517,P187,1.2
D5728,P549,1.2
D5833,P212,1.2
D5834,P226,1.2
D5835,P515,1.2
D5836,P402,1.2
D5837,P25,1.2
D574,P468,1.2
D5838,P534,1.2
D5839,P567,1.2
D5774,P154,1.2
D5840,P214,1.2
D4930,P209,1.2
D227,P78,1.2
D227,P617,1.2
D5841,P627,1.2
D5842,P209,1.2
D5843,P628,1.2
D4946,P629,1.2
D5844,P217,1.2
D5845,P630,1.2
D4326,P466,1.2
D5846,P65,1.2
D5847,P65,1.2
D5848,P287,1.2
D5849,P287,1.2
D5850,P287,1.2
D5851,P287,1.2
D5848,P287,1.2
D3272,P337,1.2
D5852,P257,1.2
D5853,P257,1.2
D2608,P301,1.2
D176,P48,1.2
D177,P31,1.2
D554,P31,1.2
D2633,P32,1.2
D114,P48,1.2
D68,P48,1.2
D114,P46,1.2
D1074,P44,1.2
D898,P38,1.2
D5854,P35,1.2
D5854,P35,1.2
D128,P30,1.2
D2586,P446,1.2
D5653,P29,1.2
D5855,P631,1.2
D5856,P632,1.2
D1118,P46,1.2
D710,P46,1.2
D527,P16,1.2
D434,P48,1.2
D458,P44,1.2
D543,P48,1.2
D52,P48,1.2
D2633,P32,1.2
D493,P48,1.2
D165,P48,1.2
D554,P31,1.2
D76,P44,1.2
D493,P46,1.2
D3482,P16,1.2
D1074,P11,1.2
D1074,P44,1.2
D1075,P44,1.2
D429,P32,1.2
D76,P11,1.2
D74,P46,1.2
D91,P46,1.2
D2685,P30,1.2
D5857,P35,1.2
D3685,P506,1.2
D5858,P47,1.2
D5859,P470,1.2
D5860,P88,1.2
D5861,P129,1.2
D5862,P51,1.2
D5863,P135,1.2
D3157,P209,1.2
D3157,P209,1.2
D5864,P195,1.2
D5864,P195,1.2
D5705,P71,1.2
D5865,P395,1.2
D5866,P35,1.2
D5867,P33,1.2
D5868,P466,1.2
D5868,P173,1.2
D543,P48,1.2
D5869,P247,1.2
D5870,P478,1.2
D3517,P187,1.2
D5871,P423,1.2
D5872,P199,1.2
D5873,P367,1.2
D4532,P77,1.2
D5874,P78,1.2
D5875,P268,1.2
D5876,P164,1.2
D5877,P89,1.21
D3631,P317,1.21
D3217,P175,1.24
D5878,P41,1.24
D5879,P89,1.24
D3696,P89,1.25
D5880,P438,1.25
D5880,P438,1.25
D5881,P221,1.25
D5882,P41,1.26
D5883,P89,1.26
D5884,P163,1.26
D5885,P7,1.26
D5886,P52,1.26
D5887,P310,1.26
D34,P310,1.26
D5888,P310,1.26
D874,P310,1.26
D5889,P239,1.26
D5890,P239,1.26
D5891,P33,1.26
D5892,P33,1.26
D56,P33,1.26
D5893,P33,1.26
D5894,P633,1.26
D5895,P239,1.26
D5896,P188,1.26
D5897,P188,1.26
D5898,P149,1.26
D5899,P418,1.27
D5900,P41,1.28
D3364,P466,1.28
D5901,P57,1.29
D5902,P57,1.29
D5166,P41,1.29
D5903,P89,1.29
D5904,P89,1.29
D5905,P219,1.3
D5906,P244,1.3
D32,P522,1.3
D253,P634,1.3
D253,P635,1.3
D5907,P405,1.3
D5908,P405,1.3
D3571,P636,1.3
D333,P637,1.3
D5909,P80,1.3
D5910,P35,1.3
D5911,P343,1.3
D5912,P344,1.3
D4785,P430,1.3
D5668,P343,1.3
D3722,P430,1.3
D3723,P430,1.3
D4789,P430,1.3
D3537,P430,1.3
D5781,P344,1.3
D3728,P430,1.3
D4497,P430,1.3
D5783,P200,1.3
D5913,P200,1.3
D5914,P200,1.3
D5915,P200,1.3
D5916,P200,1.3
D5917,P35,1.3
D5918,P35,1.3
D5919,P35,1.3
D5920,P35,1.3
D5921,P41,1.3
D5922,P35,1.3
D5923,P35,1.3
D5924,P35,1.3
D5925,P35,1.3
D5926,P35,1.3
D5927,P35,1.3
D5928,P35,1.3
D5929,P35,1.3
D5930,P35,1.3
D5931,P35,1.3
D5932,P35,1.3
D3224,P278,1.3
D5933,P89,1.3
D5934,P89,1.3
D5935,P35,1.3
D5936,P25,1.3
D222,P122,1.3
D172,P122,1.3
D5937,P42,1.3
D5938,P121,1.3
D5939,P240,1.3
D5940,P143,1.3
D5941,P179,1.3
D1124,P259,1.3
D1124,P259,1.3
D5942,P638,1.3
D4380,P299,1.3
D5943,P247,1.3
D5944,P247,1.3
D5945,P25,1.3
D5940,P143,1.3
D2501,P639,1.3
D5713,P24,1.3
D265,P599,1.3
D1124,P259,1.3
D531,P93,1.3
D5946,P132,1.3
D265,P635,1.3
D5947,P291,1.3
D621,P291,1.3
D5948,P402,1.3
D265,P634,1.3
D3627,P78,1.3
D3691,P65,1.3
D265,P640,1.3
D4373,P65,1.3
D2711,P26,1.3
D265,P635,1.3
D265,P634,1.3
D1124,P259,1.3
D3538,P430,1.3
D65,P31,1.3
D65,P30,1.3
D5949,P63,1.3
D5950,P515,1.3
D5951,P594,1.3
D5952,P625,1.3
D5953,P41,1.3
D5914,P215,1.3
D5914,P215,1.3
D5954,P65,1.3
D5955,P65,1.3
D1124,P259,1.3
D5945,P25,1.3
D1124,P259,1.3
D331,P355,1.3
D701,P128,1.3
D3516,P563,1.3
D5956,P135,1.3
D1124,P259,1.3
D5957,P25,1.3
D5568,P11,1.3
D5958,P11,1.3
D5958,P44,1.3
D5959,P458,1.3
D5960,P197,1.3
D5961,P244,1.3
D5962,P35,1.3
D5963,P35,1.3
D2501,P329,1.3
D3576,P398,1.3
D3575,P173,1.3
D5964,P228,1.3
D3228,P370,1.3
D5965,P277,1.3
D5966,P641,1.3
D5967,P512,1.3
D5968,P287,1.3
D5969,P287,1.3
D5970,P287,1.3
D2661,P16,1.3
D2662,P16,1.3
D2661,P44,1.3
D2662,P44,1.3
D5971,P239,1.3
D5972,P309,1.3
D2610,P65,1.3
D2633,P48,1.3
D954,P38,1.3
D5973,P30,1.3
D5974,P532,1.3
D5975,P642,1.3
D5976,P48,1.3
D5977,P135,1.3
D5978,P135,1.3
D710,P38,1.3
D1050,P16,1.3
D2664,P16,1.3
D179,P105,1.3
D543,P16,1.3
D5979,P11,1.3
D954,P38,1.3
D2633,P48,1.3
D70,P48,1.3
D90,P32,1.3
D61,P16,1.3
D353,P16,1.3
D74,P11,1.3
D72,P46,1.3
D71,P11,1.3
D55,P11,1.3
D60,P30,1.3
D133,P46,1.3
D555,P38,1.3
D428,P48,1.3
D3711,P197,1.3
D5980,P56,1.3
D5981,P35,1.3
D5982,P35,1.3
D5983,P244,1.3
D5984,P496,1.3
D5985,P643,1.3
D5986,P643,1.3
D5987,P643,1.3
D5988,P26,1.3
D1051,P129,1.3
D1023,P129,1.3
D5989,P209,1.3
D331,P355,1.3
D3691,P65,1.3
D4839,P65,1.3
D5614,P470,1.3
